finalWorth,personName,age,country,industries,status,gender,birthDate,gdp_country,life_expectancy_country,total_tax_rate_country,economic_class,education,continent,industry_sector,year,decade,e_class
2.2,David Wertheim,65.0,Israel,Food & Beverage,D,Male,1958-01-01 00:00:00,395.099,82.8,25.3,2,,Asia,Consumer Discretionary & Staples,1958.0,1950.0,Emerging
2.0,Shlomo Kramer,57.0,Israel,Technology,D,Male,1966-03-14 00:00:00,395.099,82.8,25.3,1,,Asia,Technology,1966.0,1960.0,Developed
2.0,Shlomo Kramer,57.0,Israel,Technology,D,Male,1966-03-14 00:00:00,395.099,82.8,25.3,2,,Asia,Technology,1966.0,1960.0,Emerging
2.0,Alexander Mamut,63.0,Israel,Finance & Investments,D,Male,1960-01-29 00:00:00,395.099,82.8,25.3,1,3.0,Asia,Financials,1960.0,1960.0,Developed
2.0,Alexander Mamut,63.0,Israel,Finance & Investments,D,Male,1960-01-29 00:00:00,395.099,82.8,25.3,2,3.0,Asia,Financials,1960.0,1960.0,Emerging
1.9,Gavril Yushvaev & family,65.0,Israel,Finance & Investments,U,Male,1957-07-23 00:00:00,395.099,82.8,25.3,1,,Asia,Financials,1957.0,1950.0,Developed
1.9,Gavril Yushvaev & family,65.0,Israel,Finance & Investments,U,Male,1957-07-23 00:00:00,395.099,82.8,25.3,2,,Asia,Financials,1957.0,1950.0,Emerging
1.6,Liora Ofer,69.0,Israel,Finance & Investments,D,Female,1953-12-22 00:00:00,395.099,82.8,25.3,1,,Asia,Financials,1953.0,1950.0,Developed
1.6,Liora Ofer,69.0,Israel,Finance & Investments,D,Female,1953-12-22 00:00:00,395.099,82.8,25.3,2,,Asia,Financials,1953.0,1950.0,Emerging
1.5,Mori Arkin,70.0,Israel,Healthcare,D,Male,1952-09-24 00:00:00,395.099,82.8,25.3,1,3.0,Asia,Service,1952.0,1950.0,Developed
1.5,Mori Arkin,70.0,Israel,Healthcare,D,Male,1952-09-24 00:00:00,395.099,82.8,25.3,2,3.0,Asia,Service,1952.0,1950.0,Emerging
1.5,Zadik Bino & family,79.0,Israel,Diversified,D,Male,1944-01-01 00:00:00,395.099,82.8,25.3,1,1.0,Asia,Diversified,1944.0,1940.0,Developed
1.5,Zadik Bino & family,79.0,Israel,Diversified,D,Male,1944-01-01 00:00:00,395.099,82.8,25.3,2,1.0,Asia,Diversified,1944.0,1940.0,Emerging
1.5,Amnon Shashua,62.0,Israel,Automotive,E,Male,1960-05-26 00:00:00,395.099,82.8,25.3,1,,Asia,Consumer Discretionary & Staples,1960.0,1960.0,Developed
1.5,Amnon Shashua,62.0,Israel,Automotive,E,Male,1960-05-26 00:00:00,395.099,82.8,25.3,2,,Asia,Consumer Discretionary & Staples,1960.0,1960.0,Emerging
1.4,Marius Nacht,57.0,Israel,Technology,E,Male,1966-01-01 00:00:00,395.099,82.8,25.3,1,3.0,Asia,Technology,1966.0,1960.0,Developed
1.4,Marius Nacht,57.0,Israel,Technology,E,Male,1966-01-01 00:00:00,395.099,82.8,25.3,2,3.0,Asia,Technology,1966.0,1960.0,Emerging
1.3,Ziv Aviram,64.0,Israel,Automotive,D,Male,1959-01-03 00:00:00,395.099,82.8,25.3,1,,Asia,Consumer Discretionary & Staples,1959.0,1950.0,Developed
1.3,Ziv Aviram,64.0,Israel,Automotive,D,Male,1959-01-03 00:00:00,395.099,82.8,25.3,2,,Asia,Consumer Discretionary & Staples,1959.0,1950.0,Emerging
1.2,Danna Azrieli,55.0,Israel,Real Estate,D,Female,1967-06-03 00:00:00,395.099,82.8,25.3,1,,Asia,Financials,1967.0,1960.0,Developed
1.2,Danna Azrieli,55.0,Israel,Real Estate,D,Female,1967-06-03 00:00:00,395.099,82.8,25.3,2,,Asia,Financials,1967.0,1960.0,Emerging
1.2,Dan Gertler,49.0,Israel,Metals & Mining,E,Male,1973-12-23 00:00:00,395.099,82.8,25.3,1,1.0,Asia,Energy & Industrials & Materials,1973.0,1970.0,Developed
1.2,Dan Gertler,49.0,Israel,Metals & Mining,E,Male,1973-12-23 00:00:00,395.099,82.8,25.3,2,1.0,Asia,Energy & Industrials & Materials,1973.0,1970.0,Emerging
1.2,Drorit Wertheim,67.0,Israel,Food & Beverage,D,Female,1956-01-01 00:00:00,395.099,82.8,25.3,1,,Asia,Consumer Discretionary & Staples,1956.0,1950.0,Developed
1.2,Drorit Wertheim,67.0,Israel,Food & Beverage,D,Female,1956-01-01 00:00:00,395.099,82.8,25.3,2,,Asia,Consumer Discretionary & Staples,1956.0,1950.0,Emerging
1.1,Shlomo Eliahu,87.0,Israel,Finance & Investments,D,Male,1936-01-18 00:00:00,395.099,82.8,25.3,1,,Asia,Financials,1936.0,1930.0,Developed
1.1,Shlomo Eliahu,87.0,Israel,Finance & Investments,D,Male,1936-01-18 00:00:00,395.099,82.8,25.3,2,,Asia,Financials,1936.0,1930.0,Emerging
1.1,Arkady Volozh,59.0,Israel,Technology,R,Male,1964-02-11 00:00:00,395.099,82.8,25.3,1,4.0,Asia,Technology,1964.0,1960.0,Developed
1.1,Arkady Volozh,59.0,Israel,Technology,R,Male,1964-02-11 00:00:00,395.099,82.8,25.3,2,4.0,Asia,Technology,1964.0,1960.0,Emerging
1.0,Morris Kahn,93.0,Israel,Technology,E,Male,1930-01-01 00:00:00,395.099,82.8,25.3,1,,Asia,Technology,1930.0,1930.0,Developed
1.0,Morris Kahn,93.0,Israel,Technology,E,Male,1930-01-01 00:00:00,395.099,82.8,25.3,2,,Asia,Technology,1930.0,1930.0,Emerging
11.1,Giorgio Armani,88.0,Italy,Fashion & Retail,U,Male,1934-07-11 00:00:00,2001.24,82.9,59.1,1,2.0,Europe,Consumer Discretionary & Staples,1934.0,1930.0,Developed
6.8,Silvio Berlusconi & family,86.0,Italy,Diversified,D,Male,1936-09-29 00:00:00,2001.24,82.9,59.1,1,5.0,Europe,Diversified,1936.0,1930.0,Developed
6.7,Massimiliana Landini Aleotti & family,80.0,Italy,Healthcare,U,Female,1943-01-01 00:00:00,2001.24,82.9,59.1,1,,Europe,Service,1943.0,1940.0,Developed
5.5,Piero Ferrari,77.0,Italy,Automotive,U,Male,1945-05-22 00:00:00,2001.24,82.9,59.1,1,,Europe,Consumer Discretionary & Staples,1945.0,1940.0,Developed
5.5,Sergio Stevanato & family,80.0,Italy,Healthcare,U,Male,1943-03-20 00:00:00,2001.24,82.9,59.1,1,,Europe,Service,1943.0,1940.0,Developed
5.4,Patrizio Bertelli,77.0,Italy,Fashion & Retail,U,Male,1946-01-01 00:00:00,2001.24,82.9,59.1,1,4.0,Europe,Consumer Discretionary & Staples,1946.0,1940.0,Developed
5.4,Miuccia Prada,73.0,Italy,Fashion & Retail,U,Female,1949-05-10 00:00:00,2001.24,82.9,59.1,1,5.0,Europe,Consumer Discretionary & Staples,1949.0,1940.0,Developed
4.1,Luca Garavoglia,54.0,Italy,Food & Beverage,U,Male,1969-02-27 00:00:00,2001.24,82.9,59.1,1,3.0,Europe,Consumer Discretionary & Staples,1969.0,1960.0,Developed
4.0,Shaul Shani,68.0,Italy,Telecom,D,Male,1955-01-01 00:00:00,2001.24,82.9,59.1,1,,Europe,Technology,1955.0,1950.0,Developed
3.9,Giuseppe De'Longhi & family,83.0,Italy,Fashion & Retail,D,Male,1939-04-24 00:00:00,2001.24,82.9,59.1,1,3.0,Europe,Consumer Discretionary & Staples,1939.0,1930.0,Developed
3.8,Francesco Gaetano Caltagirone,80.0,Italy,Construction & Engineering,D,Male,1943-03-21 00:00:00,2001.24,82.9,59.1,1,,Europe,Energy & Industrials & Materials,1943.0,1940.0,Developed
3.6,Leonid Boguslavsky,71.0,Italy,Finance & Investments,D,Male,1951-06-17 00:00:00,2001.24,82.9,59.1,1,4.0,Europe,Financials,1951.0,1950.0,Developed
3.5,Giuseppe Crippa & family,87.0,Italy,Manufacturing,U,Male,1935-05-05 00:00:00,2001.24,82.9,59.1,1,,Europe,Energy & Industrials & Materials,1935.0,1930.0,Developed
3.5,Clemente Del Vecchio,18.0,Italy,Fashion & Retail,N,Male,2004-05-06 00:00:00,2001.24,82.9,59.1,1,,Europe,Consumer Discretionary & Staples,2004.0,2000.0,Developed
3.5,Leonardo Maria Del Vecchio,27.0,Italy,Fashion & Retail,N,Male,1995-05-06 00:00:00,2001.24,82.9,59.1,1,,Europe,Consumer Discretionary & Staples,1995.0,1990.0,Developed
3.5,Luca Del Vecchio,21.0,Italy,Fashion & Retail,N,Male,2001-08-31 00:00:00,2001.24,82.9,59.1,1,,Europe,Consumer Discretionary & Staples,2001.0,2000.0,Developed
3.5,Marisa Del Vecchio,64.0,Italy,Fashion & Retail,N,Female,1958-07-10 00:00:00,2001.24,82.9,59.1,1,,Europe,Consumer Discretionary & Staples,1958.0,1950.0,Developed
3.5,Remo Ruffini,61.0,Italy,Fashion & Retail,U,Male,1961-08-27 00:00:00,2001.24,82.9,59.1,1,,Europe,Consumer Discretionary & Staples,1961.0,1960.0,Developed
3.4,Alessandra Garavoglia,63.0,Italy,Food & Beverage,U,Female,1960-02-06 00:00:00,2001.24,82.9,59.1,1,3.0,Europe,Consumer Discretionary & Staples,1960.0,1960.0,Developed
3.2,Giuliana Benetton,85.0,Italy,Fashion & Retail,U,Female,1937-07-08 00:00:00,2001.24,82.9,59.1,1,,Europe,Consumer Discretionary & Staples,1937.0,1930.0,Developed
3.2,Luciano Benetton,87.0,Italy,Fashion & Retail,U,Male,1935-05-13 00:00:00,2001.24,82.9,59.1,1,,Europe,Consumer Discretionary & Staples,1935.0,1930.0,Developed
3.2,Brunello Cucinelli & family,69.0,Italy,Fashion & Retail,U,Male,1953-09-03 00:00:00,2001.24,82.9,59.1,1,,Europe,Consumer Discretionary & Staples,1953.0,1950.0,Developed
3.2,Gustavo Denegri & family,86.0,Italy,Healthcare,Split Family Fortune,Male,1937-03-17 00:00:00,2001.24,82.9,59.1,1,,Europe,Service,1937.0,1930.0,Developed
3.2,Isabella Seràgnoli,77.0,Italy,Manufacturing,U,Female,1945-12-23 00:00:00,2001.24,82.9,59.1,1,,Europe,Energy & Industrials & Materials,1945.0,1940.0,Developed
3.1,Renzo Rosso & family,67.0,Italy,Fashion & Retail,D,Male,1955-09-15 00:00:00,2001.24,82.9,59.1,1,,Europe,Consumer Discretionary & Staples,1955.0,1950.0,Developed
3.0,Susan Carol Holland,66.0,Italy,Manufacturing,D,Female,1956-05-27 00:00:00,2001.24,82.9,59.1,1,,Europe,Energy & Industrials & Materials,1956.0,1950.0,Developed
2.9,Alberto Bombassei,82.0,Italy,Automotive,U,Male,1940-10-05 00:00:00,2001.24,82.9,59.1,1,,Europe,Consumer Discretionary & Staples,1940.0,1940.0,Developed
2.3,Alberto Prada,69.0,Italy,Fashion & Retail,U,Male,1954-02-21 00:00:00,2001.24,82.9,59.1,1,,Europe,Consumer Discretionary & Staples,1954.0,1950.0,Developed
2.3,Marina Prada,77.0,Italy,Fashion & Retail,U,Female,1945-07-14 00:00:00,2001.24,82.9,59.1,1,,Europe,Consumer Discretionary & Staples,1945.0,1940.0,Developed
2.1,Domenico Dolce,64.0,Italy,Fashion & Retail,U,Male,1958-08-13 00:00:00,2001.24,82.9,59.1,1,,Europe,Consumer Discretionary & Staples,1958.0,1950.0,Developed
2.1,Stefano Gabbana,60.0,Italy,Fashion & Retail,U,Male,1962-11-14 00:00:00,2001.24,82.9,59.1,1,3.0,Europe,Consumer Discretionary & Staples,1962.0,1960.0,Developed
1.9,Nicola Bulgari,82.0,Italy,Fashion & Retail,E,Male,1941-01-16 00:00:00,2001.24,82.9,59.1,1,1.0,Europe,Consumer Discretionary & Staples,1941.0,1940.0,Developed
1.8,Sabrina Benetton,49.0,Italy,Fashion & Retail,U,Female,1973-10-04 00:00:00,2001.24,82.9,59.1,1,,Europe,Consumer Discretionary & Staples,1973.0,1970.0,Developed
1.7,Giovanni Arvedi,85.0,Italy,Metals & Mining,N,Male,1937-08-28 00:00:00,2001.24,82.9,59.1,1,,Europe,Energy & Industrials & Materials,1937.0,1930.0,Developed
1.7,John Elkann,47.0,Italy,Finance & Investments,D,Male,1976-01-04 00:00:00,2001.24,82.9,59.1,1,3.0,Europe,Financials,1976.0,1970.0,Developed
1.6,Massimo Moratti,77.0,Italy,Energy,U,Male,1945-05-16 00:00:00,2001.24,82.9,59.1,1,,Europe,Energy & Industrials & Materials,1945.0,1940.0,Developed
1.5,Nerio Alessandri,61.0,Italy,Manufacturing,U,Male,1961-04-08 00:00:00,2001.24,82.9,59.1,1,,Europe,Energy & Industrials & Materials,1961.0,1960.0,Developed
1.5,Barbara Benetton,53.0,Italy,Fashion & Retail,U,Female,1969-07-02 00:00:00,2001.24,82.9,59.1,1,,Europe,Consumer Discretionary & Staples,1969.0,1960.0,Developed
1.5,Paolo Bulgari,85.0,Italy,Fashion & Retail,E,Male,1937-09-08 00:00:00,2001.24,82.9,59.1,1,,Europe,Consumer Discretionary & Staples,1937.0,1930.0,Developed
1.5,Federico De Nora,55.0,Italy,Manufacturing,D,Male,1968-03-23 00:00:00,2001.24,82.9,59.1,1,,Europe,Energy & Industrials & Materials,1968.0,1960.0,Developed
1.5,Romano Minozzi,88.0,Italy,Diversified,D,Male,1935-03-06 00:00:00,2001.24,82.9,59.1,1,3.0,Europe,Diversified,1935.0,1930.0,Developed
1.5,Mario Moretti Polegato & family,70.0,Italy,Fashion & Retail,D,Male,1952-08-16 00:00:00,2001.24,82.9,59.1,1,,Europe,Consumer Discretionary & Staples,1952.0,1950.0,Developed
1.3,Annalisa Doris,52.0,Italy,Finance & Investments,N,Female,1970-05-07 00:00:00,2001.24,82.9,59.1,1,,Europe,Financials,1970.0,1970.0,Developed
1.3,Massimo Doris,55.0,Italy,Finance & Investments,N,Male,1967-06-09 00:00:00,2001.24,82.9,59.1,1,,Europe,Financials,1967.0,1960.0,Developed
1.3,Simona Giorgetta,45.0,Italy,Construction & Engineering,E,Female,1977-04-24 00:00:00,2001.24,82.9,59.1,1,,Europe,Energy & Industrials & Materials,1977.0,1970.0,Developed
1.2,Diego Della Valle,69.0,Italy,Fashion & Retail,D,Male,1953-12-30 00:00:00,2001.24,82.9,59.1,1,,Europe,Consumer Discretionary & Staples,1953.0,1950.0,Developed
1.2,Marco Squinzi,51.0,Italy,Construction & Engineering,D,Male,1971-09-23 00:00:00,2001.24,82.9,59.1,1,,Europe,Energy & Industrials & Materials,1971.0,1970.0,Developed
1.2,Veronica Squinzi,51.0,Italy,Construction & Engineering,D,Female,1972-01-01 00:00:00,2001.24,82.9,59.1,1,4.0,Europe,Energy & Industrials & Materials,1972.0,1970.0,Developed
1.2,Lina Tombolato,75.0,Italy,Finance & Investments,D,Female,1947-07-28 00:00:00,2001.24,82.9,59.1,1,,Europe,Financials,1947.0,1940.0,Developed
1.2,Sandro Veronesi & family,63.0,Italy,Fashion & Retail,D,Male,1959-10-18 00:00:00,2001.24,82.9,59.1,1,3.0,Europe,Consumer Discretionary & Staples,1959.0,1950.0,Developed
1.1,Giuliana Caprotti,82.0,Italy,Food & Beverage,D,Female,1940-11-21 00:00:00,2001.24,82.9,59.1,1,,Europe,Consumer Discretionary & Staples,1940.0,1940.0,Developed
1.1,Marina Caprotti,45.0,Italy,Food & Beverage,D,Female,1978-01-17 00:00:00,2001.24,82.9,59.1,1,,Europe,Consumer Discretionary & Staples,1978.0,1970.0,Developed
1.1,Antonio Percassi,69.0,Italy,Diversified,D,Male,1953-06-09 00:00:00,2001.24,82.9,59.1,1,,Europe,Diversified,1953.0,1950.0,Developed
1.0,Danilo Iervolino,45.0,Italy,Technology,N,Male,1978-04-02 00:00:00,2001.24,82.9,59.1,1,,Europe,Technology,1978.0,1970.0,Developed
1.0,Fulvio Montipò & family,78.0,Italy,Manufacturing,N,Male,1944-10-22 00:00:00,2001.24,82.9,59.1,1,,Europe,Energy & Industrials & Materials,1944.0,1940.0,Developed
11.1,Johann Rupert & family,72.0,South Africa,Fashion & Retail,U,Male,1950-06-01 00:00:00,351.432,63.9,29.2,2,,Africa,Consumer Discretionary & Staples,1950.0,1950.0,Emerging
8.4,Nicky Oppenheimer & family,77.0,South Africa,Metals & Mining,D,Male,1945-06-08 00:00:00,351.432,63.9,29.2,2,3.0,Africa,Energy & Industrials & Materials,1945.0,1940.0,Emerging
2.7,Patrice Motsepe,61.0,South Africa,Metals & Mining,D,Male,1962-01-28 00:00:00,351.432,63.9,29.2,2,,Africa,Energy & Industrials & Materials,1962.0,1960.0,Emerging
2.4,Koos Bekker,70.0,South Africa,Media & Entertainment,U,Male,1952-12-14 00:00:00,351.432,63.9,29.2,2,4.0,Africa,Consumer Discretionary & Staples,1952.0,1950.0,Emerging
1.0,Michiel Le Roux,73.0,South Africa,Finance & Investments,D,Male,1949-05-20 00:00:00,351.432,63.9,29.2,2,,Africa,Financials,1949.0,1940.0,Emerging
10.6,Marcel Herrmann Telles,73.0,Brazil,Food & Beverage,U,Male,1950-01-01 00:00:00,1839.76,75.7,65.1,2,3.0,Americas,Consumer Discretionary & Staples,1950.0,1950.0,Emerging
4.7,Andre Esteves,54.0,Brazil,Finance & Investments,D,Male,1968-07-12 00:00:00,1839.76,75.7,65.1,2,3.0,Americas,Financials,1968.0,1960.0,Emerging
4.5,David Velez & family,41.0,Brazil,Finance & Investments,D,Male,1981-10-02 00:00:00,1839.76,75.7,65.1,2,,Americas,Financials,1981.0,1980.0,Emerging
4.1,Joao Moreira Salles,61.0,Brazil,Diversified,U,Male,1962-01-01 00:00:00,1839.76,75.7,65.1,2,,Americas,Diversified,1962.0,1960.0,Emerging
4.1,Walther Moreira Salles Junior,66.0,Brazil,Finance & Investments,U,Male,1956-04-12 00:00:00,1839.76,75.7,65.1,2,3.0,Americas,Financials,1956.0,1950.0,Emerging
3.9,Jorge Moll Filho & family,78.0,Brazil,Healthcare,D,Male,1945-01-01 00:00:00,1839.76,75.7,65.1,2,4.0,Americas,Service,1945.0,1940.0,Emerging
3.9,Fernando Roberto Moreira Salles,76.0,Brazil,Diversified,U,Male,1946-05-29 00:00:00,1839.76,75.7,65.1,2,3.0,Americas,Diversified,1946.0,1940.0,Emerging
3.9,Pedro Moreira Salles,63.0,Brazil,Diversified,U,Male,1959-10-20 00:00:00,1839.76,75.7,65.1,2,3.0,Americas,Diversified,1959.0,1950.0,Emerging
3.5,Maurizio Billi,65.0,Brazil,Healthcare,U,Male,1957-11-22 00:00:00,1839.76,75.7,65.1,2,,Americas,Service,1957.0,1950.0,Emerging
3.3,Walter Faria,68.0,Brazil,Food & Beverage,E,Male,1955-04-01 00:00:00,1839.76,75.7,65.1,2,,Americas,Consumer Discretionary & Staples,1955.0,1950.0,Emerging
3.2,Luciano Hang,60.0,Brazil,Fashion & Retail,D,Male,1962-10-11 00:00:00,1839.76,75.7,65.1,2,,Americas,Consumer Discretionary & Staples,1962.0,1960.0,Emerging
3.1,Miguel Krigsner,73.0,Brazil,Fashion & Retail,D,Male,1950-01-09 00:00:00,1839.76,75.7,65.1,2,,Americas,Consumer Discretionary & Staples,1950.0,1950.0,Emerging
2.7,Jose Joao Abdalla Filho,77.0,Brazil,Finance & Investments,D,Male,1945-05-30 00:00:00,1839.76,75.7,65.1,2,,Americas,Financials,1945.0,1940.0,Emerging
2.6,Joesley Batista,51.0,Brazil,Food & Beverage,D,Male,1972-02-05 00:00:00,1839.76,75.7,65.1,2,,Americas,Consumer Discretionary & Staples,1972.0,1970.0,Emerging
2.6,Wesley Batista,50.0,Brazil,Food & Beverage,D,Male,1972-12-08 00:00:00,1839.76,75.7,65.1,2,,Americas,Consumer Discretionary & Staples,1972.0,1970.0,Emerging
2.5,Alceu Elias Feldmann & family,73.0,Brazil,Energy,D,Male,1949-07-01 00:00:00,1839.76,75.7,65.1,2,,Americas,Energy & Industrials & Materials,1949.0,1940.0,Emerging
2.4,Abilio dos Santos Diniz,86.0,Brazil,Fashion & Retail,D,Male,1936-12-28 00:00:00,1839.76,75.7,65.1,2,3.0,Americas,Consumer Discretionary & Staples,1936.0,1930.0,Emerging
2.3,Lirio Parisotto,69.0,Brazil,Finance & Investments,D,Male,1953-12-18 00:00:00,1839.76,75.7,65.1,2,,Americas,Financials,1953.0,1950.0,Emerging
1.9,Julio Bozano,87.0,Brazil,Finance & Investments,D,Male,1936-02-01 00:00:00,1839.76,75.7,65.1,2,,Americas,Financials,1936.0,1930.0,Emerging
1.8,Jayme Garfinkel & family,77.0,Brazil,Finance & Investments,U,Male,1945-11-30 00:00:00,1839.76,75.7,65.1,2,,Americas,Financials,1945.0,1940.0,Emerging
1.8,Joao Roberto Marinho,69.0,Brazil,Media & Entertainment,D,Male,1953-09-16 00:00:00,1839.76,75.7,65.1,2,,Americas,Consumer Discretionary & Staples,1953.0,1950.0,Emerging
1.8,Jose Roberto Marinho,67.0,Brazil,Media & Entertainment,D,Male,1955-12-26 00:00:00,1839.76,75.7,65.1,2,,Americas,Consumer Discretionary & Staples,1955.0,1950.0,Emerging
1.8,Roberto Irineu Marinho,75.0,Brazil,Media & Entertainment,D,Male,1947-10-13 00:00:00,1839.76,75.7,65.1,2,,Americas,Consumer Discretionary & Staples,1947.0,1940.0,Emerging
1.7,Alexandre Grendene Bartelle,73.0,Brazil,Fashion & Retail,D,Male,1950-01-23 00:00:00,1839.76,75.7,65.1,2,,Americas,Consumer Discretionary & Staples,1950.0,1950.0,Emerging
1.7,Ilson Mateus & family,60.0,Brazil,Fashion & Retail,U,Male,1963-02-06 00:00:00,1839.76,75.7,65.1,2,,Americas,Consumer Discretionary & Staples,1963.0,1960.0,Emerging
1.6,Alfredo Egydio Arruda Villela Filho,53.0,Brazil,Finance & Investments,D,Male,1969-11-18 00:00:00,1839.76,75.7,65.1,2,4.0,Americas,Financials,1969.0,1960.0,Emerging
1.5,Ana Lucia de Mattos Barretto Villela,49.0,Brazil,Finance & Investments,D,Female,1973-10-25 00:00:00,1839.76,75.7,65.1,2,,Americas,Financials,1973.0,1970.0,Emerging
1.5,Rubens Ometto Silveira Mello,73.0,Brazil,Energy,D,Male,1950-01-01 00:00:00,1839.76,75.7,65.1,2,3.0,Americas,Energy & Industrials & Materials,1950.0,1950.0,Emerging
1.4,Sasson Dayan & family,83.0,Brazil,Finance & Investments,U,Male,1940-04-01 00:00:00,1839.76,75.7,65.1,2,,Americas,Financials,1940.0,1940.0,Emerging
1.4,Lucia Maggi & family,90.0,Brazil,Diversified,Split Family Fortune,Female,1932-07-20 00:00:00,1839.76,75.7,65.1,2,,Americas,Diversified,1932.0,1930.0,Emerging
1.4,Carlos Sanchez,61.0,Brazil,Healthcare,E,Male,1962-01-21 00:00:00,1839.76,75.7,65.1,2,,Americas,Service,1962.0,1960.0,Emerging
1.4,Anne Werninghaus,37.0,Brazil,Manufacturing,U,Female,1986-01-01 00:00:00,1839.76,75.7,65.1,2,,Americas,Energy & Industrials & Materials,1986.0,1980.0,Emerging
1.3,Itamar Locks & family,68.0,Brazil,Food & Beverage,Split Family Fortune,Male,1955-01-01 00:00:00,1839.76,75.7,65.1,2,,Americas,Consumer Discretionary & Staples,1955.0,1950.0,Emerging
1.3,Blairo Maggi,66.0,Brazil,Food & Beverage,Split Family Fortune,Male,1956-05-29 00:00:00,1839.76,75.7,65.1,2,,Americas,Consumer Discretionary & Staples,1956.0,1950.0,Emerging
1.2,Joao Alves de Queiroz Filho,70.0,Brazil,Diversified,U,Male,1953-01-01 00:00:00,1839.76,75.7,65.1,2,3.0,Americas,Diversified,1953.0,1950.0,Emerging
1.2,Jose Roberto Ermirio de Moraes,65.0,Brazil,Diversified,D,Male,1957-11-30 00:00:00,1839.76,75.7,65.1,2,,Americas,Diversified,1957.0,1950.0,Emerging
1.2,Jose Ermirio de Moraes Neto,70.0,Brazil,Diversified,D,Male,1952-06-17 00:00:00,1839.76,75.7,65.1,2,,Americas,Diversified,1952.0,1950.0,Emerging
1.2,David Feffer,66.0,Brazil,Manufacturing,D,Male,1956-11-13 00:00:00,1839.76,75.7,65.1,2,4.0,Americas,Energy & Industrials & Materials,1956.0,1950.0,Emerging
1.2,Neide Helena de Moraes,68.0,Brazil,Diversified,D,Female,1955-02-15 00:00:00,1839.76,75.7,65.1,2,,Americas,Diversified,1955.0,1950.0,Emerging
1.2,Jose Isaac Peres & family,82.0,Brazil,Real Estate,U,Male,1940-07-18 00:00:00,1839.76,75.7,65.1,2,,Americas,Financials,1940.0,1940.0,Emerging
1.2,Hugo Ribeiro & family,,Brazil,Food & Beverage,Split Family Fortune,Male,,1839.76,75.7,65.1,2,,Americas,Consumer Discretionary & Staples,,,Emerging
1.1,Daniel Feffer,63.0,Brazil,Manufacturing,D,Male,1959-10-28 00:00:00,1839.76,75.7,65.1,2,4.0,Americas,Energy & Industrials & Materials,1959.0,1950.0,Emerging
1.1,Ruben Feffer,53.0,Brazil,Manufacturing,D,Male,,1839.76,75.7,65.1,2,,Americas,Energy & Industrials & Materials,,,Emerging
1.0,Marcelo Kalim,53.0,Brazil,Finance & Investments,E,Male,1969-10-15 00:00:00,1839.76,75.7,65.1,2,,Americas,Financials,1969.0,1960.0,Emerging
10.1,Quek Leng Chan,81.0,Malaysia,Diversified,D,Male,1941-08-12 00:00:00,364.702,76.0,38.7,2,3.0,Asia,Diversified,1941.0,1940.0,Emerging
5.2,Ananda Krishnan,85.0,Malaysia,Telecom,D,Male,1938-04-01 00:00:00,364.702,76.0,38.7,2,4.0,Asia,Technology,1938.0,1930.0,Emerging
4.0,Koon Poh Keong,61.0,Malaysia,Manufacturing,D,Male,1961-04-25 00:00:00,364.702,76.0,38.7,2,3.0,Asia,Energy & Industrials & Materials,1961.0,1960.0,Emerging
2.8,Lee Yeow Chor,56.0,Malaysia,Real Estate,Split Family Fortune,Male,1967-01-01 00:00:00,364.702,76.0,38.7,2,,Asia,Financials,1967.0,1960.0,Emerging
2.3,Lim Kok Thay,71.0,Malaysia,Gambling & Casinos,U,Male,1951-08-16 00:00:00,364.702,76.0,38.7,2,3.0,Asia,Consumer Discretionary & Staples,1951.0,1950.0,Emerging
1.7,Lau Cho Kun,87.0,Malaysia,Diversified,D,Male,1936-01-10 00:00:00,364.702,76.0,38.7,2,,Asia,Diversified,1936.0,1930.0,Emerging
1.6,Syed Mokhtar AlBukhary,71.0,Malaysia,Construction & Engineering,U,Male,1951-12-12 00:00:00,364.702,76.0,38.7,2,0.0,Asia,Energy & Industrials & Materials,1951.0,1950.0,Emerging
1.6,Lee Yeow Seng,45.0,Malaysia,Real Estate,Split Family Fortune,Male,1978-01-01 00:00:00,364.702,76.0,38.7,2,,Asia,Financials,1978.0,1970.0,Emerging
1.5,G. Gnanalingam,78.0,Malaysia,Logistics,D,Male,1944-09-10 00:00:00,364.702,76.0,38.7,2,4.0,Asia,Service,1944.0,1940.0,Emerging
1.2,Jeffrey Cheah,78.0,Malaysia,Real Estate,D,Male,1945-03-30 00:00:00,364.702,76.0,38.7,2,3.0,Asia,Financials,1945.0,1940.0,Emerging
1.1,Tan Yu Yeh,52.0,Malaysia,Fashion & Retail,D,Male,1971-01-01 00:00:00,364.702,76.0,38.7,2,,Asia,Consumer Discretionary & Staples,1971.0,1970.0,Emerging
9.7,Michael Kim,59.0,South Korea,Finance & Investments,U,Male,1963-10-01 00:00:00,2029.0,82.6,33.2,1,4.0,Asia,Financials,1963.0,1960.0,Developed
9.7,Michael Kim,59.0,South Korea,Finance & Investments,U,Male,1963-10-01 00:00:00,2029.0,82.6,33.2,2,4.0,Asia,Financials,1963.0,1960.0,Emerging
7.9,Jay Y. Lee,54.0,South Korea,Technology,D,Male,1968-06-23 00:00:00,2029.0,82.6,33.2,1,4.0,Asia,Technology,1968.0,1960.0,Developed
7.9,Jay Y. Lee,54.0,South Korea,Technology,D,Male,1968-06-23 00:00:00,2029.0,82.6,33.2,2,4.0,Asia,Technology,1968.0,1960.0,Emerging
