rank,finalWorth,category,personName,age,country,source,industries,status,gender,birthDate,gdp_country,life_expectancy_country,total_tax_rate_country
1905,1500,Gambling & Casinos,Jens von Bahr,52,Sweden,Gambling products,Gambling & Casinos,U,M,2/22/1971 0:00,"$530,832,908,738.00",82.5,49.1
1905,1500,Healthcare,Wang Junmin,54,China,Pharmaceuticals,Healthcare,U,M,12/12/1968 0:00,"$19,910,000,000,000.00",77,59.2
1905,1500,Healthcare,Weng Xianding,61,China,Medical devices,Healthcare,U,M,11/28/1961 0:00,"$19,910,000,000,000.00",77,59.2
1905,1500,Energy,Farris Wilks,71,United States,Natural gas,Energy,U,M,2/9/1952 0:00,"$21,427,700,000,000.00",78.5,36.6
1905,1500,Real Estate,Gordon Wu,87,Hong Kong,Real estate,Real Estate,D,M,12/3/1935 0:00,,,
1905,1500,Technology,Xiong Wu,47,China,Software,Technology,E,M,1/1/1976 0:00,"$19,910,000,000,000.00",77,59.2
1905,1500,Media & Entertainment,Xu Zhenhua,,China,Online games,Media & Entertainment,E,M,,"$19,910,000,000,000.00",77,59.2
1905,1500,Technology,Xu Zhihan,50,China,Electronics,Technology,D,M,11/30/1972 0:00,"$19,910,000,000,000.00",77,59.2
1905,1500,Food & Beverage,Tingdong Yang,62,China,Brewery,Food & Beverage,D,M,5/20/1960 0:00,"$19,910,000,000,000.00",77,59.2
1905,1500,Service,Michael Minhong Yu,61,China,Education,Service,R,M,1/1/1962 0:00,"$19,910,000,000,000.00",77,59.2
1905,1500,Media & Entertainment,Justin Yuan,,China,Online games,Media & Entertainment,E,M,,"$19,910,000,000,000.00",77,59.2
1905,1500,Service,Zhang Bangxin,43,China,Education,Service,R,M,1/1/1980 0:00,"$19,910,000,000,000.00",77,59.2
1905,1500,Energy,Zhang Hong,,China,Solar,Energy,Split Family Fortune,F,,"$19,910,000,000,000.00",77,59.2
1905,1500,Fashion & Retail,Zhou Zongwen & family,66,China,Jewelry,Fashion & Retail,D,M,3/1/1957 0:00,"$19,910,000,000,000.00",77,59.2
2020,1400,Diversified,Antti Aarnio-Wihuri,83,Finland,Diversified,Diversified,D,M,2/24/1940 0:00,"$268,761,201,365.00",81.7,36.6
2020,1400,Finance & Investments,Alberto Alcocer,80,Spain,Investments,Finance & Investments,U,M,12/7/1942 0:00,"$1,394,116,310,769.00",83.3,47
2020,1400,Fashion & Retail,Nigel Austin,52,Australia,Retail,Fashion & Retail,D,M,9/25/1970 0:00,"$1,392,680,589,329.00",82.7,47.4
2020,1400,Technology,Binny Bansal,40,Singapore,Flipkart,Technology,U,M,12/3/1982 0:00,"$372,062,527,489.00",83.1,21
2020,1400,Healthcare,Girdhari Lal Bawri,75,India,Pharmaceuticals,Healthcare,D,M,8/3/1947 0:00,"$2,611,000,000,000.00",69.4,49.7
2020,1400,Diversified,John Bloor,79,United Kingdom,"Real estate, manufacturing",Diversified,D,M,6/16/1943 0:00,"$2,827,113,184,696.00",81.3,30.6
2020,1400,Energy,Vladimir Bogdanov,71,Russia,Oil,Energy,R,M,5/28/1951 0:00,"$1,699,876,578,871.00",72.7,46.2
2020,1400,Food & Beverage,Amit Burman,53,India,Consumer goods,Food & Beverage,D,M,7/1/1969 0:00,"$2,611,000,000,000.00",69.4,49.7
2020,1400,Metals & Mining,Cai Jianyong,52,China,Nickel,Metals & Mining,N,M,1/1/1971 0:00,"$19,910,000,000,000.00",77,59.2
2020,1400,Technology,Steve Case,64,United States,AOL,Technology,D,M,8/21/1958 0:00,"$21,427,700,000,000.00",78.5,36.6
2020,1400,Technology,Chen Wenyuan & family,55,China,Testing equipment,Technology,E,M,1/1/1968 0:00,"$19,910,000,000,000.00",77,59.2
2020,1400,Real Estate,Chua Thian Poh,74,Singapore,Real estate,Real Estate,U,M,7/11/1948 0:00,"$372,062,527,489.00",83.1,21
2020,1400,Finance & Investments,Sasson Dayan & family,83,Brazil,Banking,Finance & Investments,U,M,4/1/1940 0:00,"$1,839,758,040,766.00",75.7,65.1
2020,1400,Metals & Mining,Chris Ellison,65,Australia,Mining,Metals & Mining,N,M,6/26/1957 0:00,"$1,392,680,589,329.00",82.7,47.4
2020,1400,Manufacturing,John Farber,97,United States,Chemicals,Manufacturing,D,M,8/23/1925 0:00,"$21,427,700,000,000.00",78.5,36.6
2020,1400,Finance & Investments,J. Christopher Flowers,65,United States,Investments,Finance & Investments,U,M,10/27/1957 0:00,"$21,427,700,000,000.00",78.5,36.6
2020,1400,Fashion & Retail,Reinold Geiger,75,Switzerland,Beauty products,Fashion & Retail,D,M,7/10/1947 0:00,"$703,082,435,360.00",83.6,28.8
2020,1400,Technology,Ali Ghodsi,44,United States,Data analytics,Technology,D,M,12/8/1978 0:00,"$21,427,700,000,000.00",78.5,36.6
2020,1400,Diversified,Lance Gokongwei,55,Philippines,Diversified,Diversified,D,M,12/1/1967 0:00,"$376,795,508,680.00",71.1,43.1
2020,1400,Food & Beverage,Guan Yihong,53,China,Restaurant,Food & Beverage,U,M,,"$19,910,000,000,000.00",77,59.2
2020,1400,Manufacturing,Rajinder Gupta,64,India,"Textiles, paper",Manufacturing,D,M,1/2/1959 0:00,"$2,611,000,000,000.00",69.4,49.7
2020,1400,Service,Torstein Hagen,80,Switzerland,Cruises,Service,D,M,2/18/1943 0:00,"$703,082,435,360.00",83.6,28.8
2020,1400,Construction & Engineering,Ayman Hariri,44,France,"Construction, investments",Construction & Engineering,E,M,5/16/1978 0:00,"$2,715,518,274,227.00",82.5,60.7
2020,1400,Finance & Investments,Alfredo Harp Helu & family,79,Mexico,"Banking, investments",Finance & Investments,U,M,3/11/1944 0:00,"$1,258,286,717,125.00",75,55.1
2020,1400,Automotive,He Xiaopeng,45,China,Electric vehicles,Automotive,D,M,11/3/1977 0:00,"$19,910,000,000,000.00",77,59.2
2020,1400,Fashion & Retail,Christoph Henkel,65,United Kingdom,Consumer goods,Fashion & Retail,E,M,2/11/1958 0:00,"$2,827,113,184,696.00",81.3,30.6
2020,1400,Fashion & Retail,Daniel Hirschfeld,81,United States,Fashion retail,Fashion & Retail,E,M,5/31/1941 0:00,"$21,427,700,000,000.00",78.5,36.6
2020,1400,Technology,Drew Houston,40,United States,Cloud storage service,Technology,D,M,3/4/1983 0:00,"$21,427,700,000,000.00",78.5,36.6
2020,1400,Manufacturing,Huang Jinxiang & family,58,China,Chemicals,Manufacturing,U,M,1/27/1965 0:00,"$19,910,000,000,000.00",77,59.2
2020,1400,Manufacturing,Rameshchandra Jain,74,India,Textiles,Manufacturing,U,M,6/22/1948 0:00,"$2,611,000,000,000.00",69.4,49.7
2020,1400,Healthcare,Ke Zunhong & family,68,China,Pharmaceuticals,Healthcare,D,M,7/1/1954 0:00,"$19,910,000,000,000.00",77,59.2
2020,1400,Media & Entertainment,Kim Taek-jin,56,South Korea,Online games,Media & Entertainment,D,M,3/14/1967 0:00,"$2,029,000,000,000.00",82.6,33.2
2020,1400,Real Estate,Koh Wee Meng,59,Singapore,"Real estate, hotels",Real Estate,U,M,7/1/1963 0:00,"$372,062,527,489.00",83.1,21
2020,1400,Manufacturing,Sergei Kolesnikov,51,Russia,Building materials,Manufacturing,U,M,2/25/1972 0:00,"$1,699,876,578,871.00",72.7,46.2
2020,1400,Finance & Investments,Hemendra Kothari,76,India,Financial services,Finance & Investments,D,M,8/26/1946 0:00,"$2,611,000,000,000.00",69.4,49.7
2020,1400,Finance & Investments,Sebastian Kulczyk,42,Switzerland,Diversified,Finance & Investments,E,M,11/16/1980 0:00,"$703,082,435,360.00",83.6,28.8
2020,1400,Real Estate,Kwee Liong Keng,77,Singapore,Real estate,Real Estate,Split Family Fortune,M,1/1/1946 0:00,"$372,062,527,489.00",83.1,21
2020,1400,Real Estate,Kwee Liong Phing,65,Singapore,Real estate,Real Estate,Split Family Fortune,M,1/1/1958 0:00,"$372,062,527,489.00",83.1,21
2020,1400,Real Estate,Kwee Liong Seen,70,Singapore,Real estate,Real Estate,Split Family Fortune,M,1/1/1953 0:00,"$372,062,527,489.00",83.1,21
2020,1400,Real Estate,Kwee Liong Tek,76,Singapore,Real estate,Real Estate,Split Family Fortune,M,1/1/1947 0:00,"$372,062,527,489.00",83.1,21
2020,1400,Diversified,Kwek Leng Keow,71,Singapore,Diversified,Diversified,N,M,1/1/1952 0:00,"$372,062,527,489.00",83.1,21
2020,1400,Diversified,Kwek Leng Peck,67,Singapore,Diversified,Diversified,U,M,1/1/1956 0:00,"$372,062,527,489.00",83.1,21
2020,1400,Real Estate,Raymond Kwok,69,Hong Kong,Real estate,Real Estate,U,M,4/10/1953 0:00,,,
2020,1400,Diversified,Lee Ho-jin,60,South Korea,Diversified,Diversified,U,M,12/8/1962 0:00,"$2,029,000,000,000.00",82.6,33.2
2020,1400,Finance & Investments,Michael Lee-Chin,72,Canada,Mutual funds,Finance & Investments,D,M,1/3/1951 0:00,"$1,736,425,629,520.00",81.9,24.5
2020,1400,Service,Manfredi Lefebvre d'Ovidio & family,69,Monaco,Cruises,Service,D,M,4/30/1953 0:00,"$7,184,844,193.00",,
2020,1400,Fashion & Retail,Bernard Lewis & family,97,United Kingdom,Fashion retailer,Fashion & Retail,U,M,2/10/1926 0:00,"$2,827,113,184,696.00",81.3,30.6
2020,1400,Metals & Mining,Li Jinyang,,China,Mining,Metals & Mining,D,F,,"$19,910,000,000,000.00",77,59.2
2020,1400,Automotive,William Li,48,China,Electric vehicles,Automotive,D,M,1/1/1975 0:00,"$19,910,000,000,000.00",77,59.2
2020,1400,Manufacturing,Jenny Lindén Urnes,52,Sweden,Powdered metal,Manufacturing,E,F,3/29/1971 0:00,"$530,832,908,738.00",82.5,49.1
2020,1400,Healthcare,Liu Fangyi,53,China,Medical equipment,Healthcare,D,M,,"$19,910,000,000,000.00",77,59.2
2020,1400,Technology,K.C. Liu,69,Taiwan,Manufacturing,Technology,D,M,3/20/1954 0:00,,,
2020,1400,Manufacturing,Liu Ming Chung,60,Hong Kong,Paper,Manufacturing,D,M,1/1/1963 0:00,,,
2020,1400,Metals & Mining,Anatoly Lomakin,70,Russia,Investments,Metals & Mining,E,M,6/30/1952 0:00,"$1,699,876,578,871.00",72.7,46.2
2020,1400,Food & Beverage,Brandt Louie,79,Canada,Drugstores,Food & Beverage,D,M,7/5/1943 0:00,"$1,736,425,629,520.00",81.9,24.5
2020,1400,Diversified,Lucia Maggi & family,90,Brazil,Agribusiness,Diversified,Split Family Fortune,F,7/20/1932 0:00,"$1,839,758,040,766.00",75.7,65.1
2020,1400,Media & Entertainment,Gary Magness,69,United States,"Cable TV, investments",Media & Entertainment,E,M,2/26/1954 0:00,"$21,427,700,000,000.00",78.5,36.6
2020,1400,Technology,Mao Lixiang & family,82,China,Cooking appliances,Technology,D,M,1/1/1941 0:00,"$19,910,000,000,000.00",77,59.2
2020,1400,Manufacturing,David McMurtry,82,United Kingdom,Manufacturing,Manufacturing,D,M,5/3/1940 0:00,"$2,827,113,184,696.00",81.3,30.6
2020,1400,Manufacturing,Deepak Mehta,66,India,Chemicals,Manufacturing,D,M,12/12/1956 0:00,"$2,611,000,000,000.00",69.4,49.7
2020,1400,Real Estate,Miao Shouliang,68,China,Real estate,Real Estate,D,M,1/1/1955 0:00,"$19,910,000,000,000.00",77,59.2
2020,1400,Healthcare,Miao Yongjun,55,China,Clinical diagnostics,Healthcare,U,M,12/1/1967 0:00,"$19,910,000,000,000.00",77,59.2
2020,1400,Real Estate,Yoshiko Mori,82,Japan,Real estate,Real Estate,U,F,9/24/1940 0:00,"$5,081,769,542,380.00",84.2,46.7
2020,1400,Technology,Marius Nacht,57,Israel,Software,Technology,E,M,1/1/1966 0:00,"$395,098,666,122.00",82.8,25.3
2020,1400,Healthcare,Tadako Nakatani,,Japan,Medical diagnostic equipment,Healthcare,D,F,,"$5,081,769,542,380.00",84.2,46.7
2020,1400,Metals & Mining,Vadim Novinsky,59,Ukraine,Steel,Metals & Mining,U,M,6/3/1963 0:00,"$153,781,069,118.00",71.6,45.2
2020,1400,Finance & Investments,Niti Osathanugrah,49,Thailand,"Energy drinks,investments",Finance & Investments,D,M,10/18/1973 0:00,"$543,649,976,166.00",76.9,29.5
2020,1400,Finance & Investments,Gretel Packer,57,Australia,Investments,Finance & Investments,D,F,4/1/1966 0:00,"$1,392,680,589,329.00",82.7,47.4
2020,1400,Manufacturing,Pan Longquan,58,China,Manufacturing,Manufacturing,N,M,1/1/1965 0:00,"$19,910,000,000,000.00",77,59.2
2020,1400,Real Estate,Pan Shiyi,60,China,Real estate,Real Estate,Split Family Fortune,M,1/1/1963 0:00,"$19,910,000,000,000.00",77,59.2
2020,1400,Healthcare,David Paul,56,United States,Medical devices,Healthcare,D,M,12/25/1966 0:00,"$21,427,700,000,000.00",78.5,36.6
2020,1400,Fashion & Retail,Tom Persson,38,Sweden,H&M,Fashion & Retail,D,M,1/1/1985 0:00,"$530,832,908,738.00",82.5,49.1
2020,1400,Automotive,Qian Jinghong,50,China,Electric scooters,Automotive,R,F,1/1/1973 0:00,"$19,910,000,000,000.00",77,59.2
2020,1400,Manufacturing,Qin Long,57,China,Tire,Manufacturing,D,M,7/1/1965 0:00,"$19,910,000,000,000.00",77,59.2
2020,1400,Healthcare,M.Satyanarayana Reddy,65,India,Pharmaceuticals,Healthcare,D,M,4/18/1957 0:00,"$2,611,000,000,000.00",69.4,49.7
2020,1400,Diversified,Mochtar Riady & family,93,Indonesia,Diversified,Diversified,D,M,5/12/1929 0:00,"$1,119,190,780,753.00",71.5,30.1
2020,1400,Fashion & Retail,Rihanna,35,United States,"Music, cosmetics",Fashion & Retail,D,F,2/20/1988 0:00,"$21,427,700,000,000.00",78.5,36.6
2020,1400,Construction & Engineering,Boris Rotenberg,66,Russia,"Construction, pipes, chemicals",Construction & Engineering,U,M,1/3/1957 0:00,"$1,699,876,578,871.00",72.7,46.2
2020,1400,Real Estate,Subhash Runwal,79,India,Real estate,Real Estate,E,M,5/22/1943 0:00,"$2,611,000,000,000.00",69.4,49.7
2020,1400,Manufacturing,Igor Rybakov,50,Russia,Building materials,Manufacturing,U,M,5/16/1972 0:00,"$1,699,876,578,871.00",72.7,46.2
2020,1400,Healthcare,Carlos Sanchez,61,Brazil,Generic drugs,Healthcare,E,M,1/21/1962 0:00,"$1,839,758,040,766.00",75.7,65.1
2020,1400,Real Estate,Martin Selig,85,United States,Real estate,Real Estate,E,M,12/31/1937 0:00,"$21,427,700,000,000.00",78.5,36.6
2020,1400,Energy,Airat Shaimiev,61,Russia,"Refinery, chemicals",Energy,U,M,3/7/1962 0:00,"$1,699,876,578,871.00",72.7,46.2
2020,1400,Energy,Radik Shaimiev,58,Russia,"Refinery, chemicals",Energy,U,M,11/14/1964 0:00,"$1,699,876,578,871.00",72.7,46.2
2020,1400,Fashion & Retail,Nobutoshi Shimamura,97,Japan,Retail,Fashion & Retail,U,M,3/8/1926 0:00,"$5,081,769,542,380.00",84.2,46.7
2020,1400,Technology,Jared Smith,48,United States,Cloud computing,Technology,E,M,10/2/1974 0:00,"$21,427,700,000,000.00",78.5,36.6
2020,1400,Fashion & Retail,Charlotte Soderstrom,46,Sweden,H&M,Fashion & Retail,D,F,1/1/1977 0:00,"$530,832,908,738.00",82.5,49.1
2020,1400,Healthcare,Anand Surana,52,India,Pharmaceuticals,Healthcare,D,M,3/24/1971 0:00,"$2,611,000,000,000.00",69.4,49.7
2020,1400,Healthcare,Dilip Surana,57,India,Pharmaceuticals,Healthcare,D,M,1/18/1966 0:00,"$2,611,000,000,000.00",69.4,49.7
2020,1400,Finance & Investments,Wilma Tisch,95,United States,Diversified,Finance & Investments,D,F,6/25/1927 0:00,"$21,427,700,000,000.00",78.5,36.6
2020,1400,Technology,Jianyi Wang,60,China,Fiber optic cables,Technology,U,M,1/12/1963 0:00,"$19,910,000,000,000.00",77,59.2
2020,1400,Logistics,Wang Jilei,58,China,Logistics,Logistics,U,M,1/1/1965 0:00,"$19,910,000,000,000.00",77,59.2
2020,1400,Manufacturing,Shuifu Wang,68,China,Manufacturing,Manufacturing,D,M,2/10/1955 0:00,"$19,910,000,000,000.00",77,59.2
2020,1400,Manufacturing,Wang Yanqing & family,76,China,Carbon fiber products,Manufacturing,D,F,7/2/1946 0:00,"$19,910,000,000,000.00",77,59.2
2020,1400,Metals & Mining,Wang Zelong,26,China,Chemicals,Metals & Mining,D,M,7/1/1996 0:00,"$19,910,000,000,000.00",77,59.2
2020,1400,Manufacturing,Werner O. Weber,84,Switzerland,Electronic components,Manufacturing,E,M,2/9/1939 0:00,"$703,082,435,360.00",83.6,28.8
2020,1400,Manufacturing,Anne Werninghaus,37,Brazil,Industrial machinery,Manufacturing,U,F,1/1/1986 0:00,"$1,839,758,040,766.00",75.7,65.1
2020,1400,Finance & Investments,"Alfred West, Jr.",80,United States,Money management,Finance & Investments,U,M,12/7/1942 0:00,"$21,427,700,000,000.00",78.5,36.6
2020,1400,Manufacturing,Bo Wu,68,China,Machinery,Manufacturing,E,M,5/1/1954 0:00,"$19,910,000,000,000.00",77,59.2
2020,1400,Manufacturing,Wu Chaoqun,53,China,Chemicals,Manufacturing,U,M,5/18/1969 0:00,"$19,910,000,000,000.00",77,59.2
2020,1400,Technology,Swift Xie,43,China,Drones,Technology,E,M,1/1/1980 0:00,"$19,910,000,000,000.00",77,59.2
2020,1400,Manufacturing,Xu Guozhong & family,59,China,Motors,Manufacturing,D,M,9/1/1963 0:00,"$19,910,000,000,000.00",77,59.2
2020,1400,Food & Beverage,Yao Kuizhang,58,China,Beverages,Food & Beverage,D,M,1/1/1965 0:00,"$19,910,000,000,000.00",77,59.2
2020,1400,Real Estate,Yu Peidi,63,China,Real estate,Real Estate,D,M,1/1/1960 0:00,"$19,910,000,000,000.00",77,59.2
2020,1400,Healthcare,Yuan Liping,52,China,Pharmaceuticals,Healthcare,D,F,1/1/1971 0:00,"$19,910,000,000,000.00",77,59.2
2020,1400,Manufacturing,Zhang Chuanwei & family,60,China,Machinery,Manufacturing,D,M,6/15/1962 0:00,"$19,910,000,000,000.00",77,59.2
2020,1400,Real Estate,Zhang Keqiang,62,China,Real estate,Real Estate,D,M,4/29/1960 0:00,"$19,910,000,000,000.00",77,59.2
2020,1400,Real Estate,Zhang Xin,57,China,Real estate,Real Estate,Split Family Fortune,F,8/24/1965 0:00,"$19,910,000,000,000.00",77,59.2
2020,1400,Manufacturing,Xinghai Zhang & family,60,China,Machinery,Manufacturing,D,M,1/1/1963 0:00,"$19,910,000,000,000.00",77,59.2
2020,1400,Manufacturing,Zheng Jianjiang & family,62,China,Electrical equipment,Manufacturing,D,M,1/1/1961 0:00,"$19,910,000,000,000.00",77,59.2
2020,1400,Real Estate,Zhong Sheng Jian,65,Singapore,Real estate,Real Estate,D,M,3/3/1958 0:00,"$372,062,527,489.00",83.1,21
2020,1400,Fashion & Retail,Zhou Chengjian,57,China,Fashion retail,Fashion & Retail,D,M,4/30/1965 0:00,"$19,910,000,000,000.00",77,59.2
2020,1400,Diversified,Boris Zingarevich,63,Russia,"Pulp and paper, diversified",Diversified,R,M,7/8/1959 0:00,"$1,699,876,578,871.00",72.7,46.2
2133,1300,Automotive,A. Jayson Adair,53,United States,Damaged cars,Automotive,U,M,10/16/1969 0:00,"$21,427,700,000,000.00",78.5,36.6
2133,1300,Logistics,Soegiarto Adikoesoemo,85,Indonesia,Chemicals,Logistics,R,M,3/24/1938 0:00,"$1,119,190,780,753.00",71.5,30.1
2133,1300,Healthcare,Rajendra Agarwal,64,India,Pharmaceuticals,Healthcare,D,M,2/25/1959 0:00,"$2,611,000,000,000.00",69.4,49.7
2133,1300,Healthcare,Chirayu Amin,76,India,Pharmaceuticals,Healthcare,D,M,12/4/1946 0:00,"$2,611,000,000,000.00",69.4,49.7
2133,1300,Real Estate,Anant Asavabhokhin,72,Thailand,Real estate,Real Estate,E,M,8/11/1950 0:00,"$543,649,976,166.00",76.9,29.5
2133,1300,Finance & Investments,Roman Avdeev,55,Russia,"Banking, development",Finance & Investments,R,M,7/17/1967 0:00,"$1,699,876,578,871.00",72.7,46.2
2133,1300,Automotive,Ziv Aviram,64,Israel,Automotive technology,Automotive,D,M,1/3/1959 0:00,"$395,098,666,122.00",82.8,25.3
2133,1300,Fashion & Retail,Sachin Bansal,41,India,Flipkart,Fashion & Retail,E,M,8/5/1981 0:00,"$2,611,000,000,000.00",69.4,49.7
2133,1300,Energy,Kiki Barki,83,Indonesia,Coal,Energy,D,M,11/25/1939 0:00,"$1,119,190,780,753.00",71.5,30.1
2133,1300,Construction & Engineering,Elena Baturina,60,United Kingdom,"Investments, real estate",Construction & Engineering,D,F,3/8/1963 0:00,"$2,827,113,184,696.00",81.3,30.6
2133,1300,Healthcare,Banwari Lal Bawri,70,India,Pharmaceuticals,Healthcare,D,M,4/2/1953 0:00,"$2,611,000,000,000.00",69.4,49.7
2133,1300,Finance & Investments,Othman Benjelloun & family,90,Morocco,"Banking, insurance",Finance & Investments,E,M,11/1/1932 0:00,"$118,725,279,596.00",76.5,45.8
2133,1300,Diversified,Hari Bhartia,66,India,Diversified,Diversified,D,M,12/12/1956 0:00,"$2,611,000,000,000.00",69.4,49.7
2133,1300,Healthcare,Shyam Bhartia,70,India,"Pharmaceuticals, food",Healthcare,D,M,11/9/1952 0:00,"$2,611,000,000,000.00",69.4,49.7
2133,1300,Technology,Stewart Butterfield,50,United States,Messaging software,Technology,D,M,3/21/1973 0:00,"$21,427,700,000,000.00",78.5,36.6
2133,1300,Technology,Cai Mingtong,71,China,Electronic components,Technology,D,M,2/15/1952 0:00,"$19,910,000,000,000.00",77,59.2
2133,1300,Technology,Anthony Casalena,40,United States,Software,Technology,E,M,4/24/1982 0:00,"$21,427,700,000,000.00",78.5,36.6
2133,1300,Manufacturing,Chang Jianming & family,58,China,Industrial equipment,Manufacturing,N,M,2/11/1965 0:00,"$19,910,000,000,000.00",77,59.2
2133,1300,Real Estate,Richard Chang,76,Taiwan,"Real estate, electronics",Real Estate,D,M,1/1/1947 0:00,,,
2133,1300,Metals & Mining,Chen Xuehua,62,China,Minerals processing,Metals & Mining,D,M,1/1/1961 0:00,"$19,910,000,000,000.00",77,59.2
2133,1300,Manufacturing,Chen Yin,50,China,Power tools,Manufacturing,N,M,1/1/1973 0:00,"$19,910,000,000,000.00",77,59.2
2133,1300,Automotive,Chin Jong Hwa,64,Taiwan,Auto parts,Automotive,D,M,6/1/1958 0:00,,,
2133,1300,Telecom,R. Marcelo Claure,52,United States,Cell phone distribution,Telecom,N,M,12/9/1970 0:00,"$21,427,700,000,000.00",78.5,36.6
2133,1300,Finance & Investments,Alberto Cortina,77,Spain,Investments,Finance & Investments,E,M,1/20/1946 0:00,"$1,394,116,310,769.00",83.3,47
2133,1300,Real Estate,Eduardo Costantini,76,Argentina,Real estate,Real Estate,D,M,9/17/1946 0:00,"$449,663,446,954.00",76.5,106.3
2133,1300,Food & Beverage,Wenjun Dai,54,China,Food,Food & Beverage,D,M,8/12/1968 0:00,"$19,910,000,000,000.00",77,59.2
2133,1300,Technology,Anand Deshpande,60,India,Technology,Technology,E,M,5/1/1962 0:00,"$2,611,000,000,000.00",69.4,49.7
2133,1300,Media & Entertainment,Aydin Dogan,86,Turkey,Media,Media & Entertainment,U,M,4/15/1936 0:00,"$754,411,708,203.00",77.4,42.3
2133,1300,Finance & Investments,Annalisa Doris,52,Italy,Financial services,Finance & Investments,N,F,5/7/1970 0:00,"$2,001,244,392,042.00",82.9,59.1
2133,1300,Finance & Investments,Massimo Doris,55,Italy,Financial services,Finance & Investments,N,M,6/9/1967 0:00,"$2,001,244,392,042.00",82.9,59.1
2133,1300,Healthcare,Weimin Du,59,China,Vaccines,Healthcare,D,M,12/1/1963 0:00,"$19,910,000,000,000.00",77,59.2
2133,1300,Energy,Timothy Dunn & family,67,United States,Energy,Energy,N,M,12/18/1955 0:00,"$21,427,700,000,000.00",78.5,36.6
2133,1300,Media & Entertainment,Keiko Erikawa,74,Japan,Video games,Media & Entertainment,Split Family Fortune,F,1/3/1949 0:00,"$5,081,769,542,380.00",84.2,46.7
2133,1300,Media & Entertainment,Yoichi Erikawa,72,Japan,Video games,Media & Entertainment,Split Family Fortune,M,10/26/1950 0:00,"$5,081,769,542,380.00",84.2,46.7
2133,1300,Finance & Investments,Philip Fayer,45,Canada,Online payments,Finance & Investments,D,M,1/12/1978 0:00,"$1,736,425,629,520.00",81.9,24.5
2133,1300,Real Estate,Marvy Finger,87,United States,Real estate,Real Estate,E,M,12/8/1935 0:00,"$21,427,700,000,000.00",78.5,36.6
2133,1300,Construction & Engineering,Simona Giorgetta,45,Italy,Chemical products,Construction & Engineering,E,F,4/24/1977 0:00,"$2,001,244,392,042.00",82.9,59.1
2133,1300,Finance & Investments,Joel Greenberg,65,United States,"Trading, investments",Finance & Investments,N,M,8/19/1957 0:00,"$21,427,700,000,000.00",78.5,36.6
2133,1300,Finance & Investments,He Zhiping,59,China,Investments,Finance & Investments,D,M,1/1/1964 0:00,"$19,910,000,000,000.00",77,59.2
2133,1300,Manufacturing,Heikki Herlin,36,Finland,"Elevators, escalators",Manufacturing,U,M,1/1/1987 0:00,"$268,761,201,365.00",81.7,36.6
2133,1300,Real Estate,Hoi Kin Hong,70,China,Real estate,Real Estate,D,M,9/1/1952 0:00,"$19,910,000,000,000.00",77,59.2
2133,1300,Finance & Investments,Lillyn Teh Li Hua,,,Finance,Finance & Investments,N,F,,,,
2133,1300,Finance & Investments,Gregg Hymowitz,57,United States,Asset management,Finance & Investments,N,M,11/16/1965 0:00,"$21,427,700,000,000.00",78.5,36.6
2133,1300,Service,Mitchell Jacobson,72,United States,Industrial equipment,Service,E,M,3/6/1951 0:00,"$21,427,700,000,000.00",78.5,36.6
2133,1300,Manufacturing,Anurang Jain,61,India,Auto parts,Manufacturing,D,M,3/21/1962 0:00,"$2,611,000,000,000.00",69.4,49.7
2133,1300,Manufacturing,Jiang Guiting & family,64,China,Manufacturing,Manufacturing,E,M,7/1/1958 0:00,"$19,910,000,000,000.00",77,59.2
2133,1300,Manufacturing,Jin Xin,56,China,Manufacturing,Manufacturing,D,M,1/8/1967 0:00,"$19,910,000,000,000.00",77,59.2
2133,1300,Finance & Investments,Conni Jonsson,62,Sweden,Asset management,Finance & Investments,D,M,7/15/1960 0:00,"$530,832,908,738.00",82.5,49.1
2133,1300,Finance & Investments,George Joseph,101,United States,Insurance,Finance & Investments,D,M,9/11/1921 0:00,"$21,427,700,000,000.00",78.5,36.6
2133,1300,Technology,Laurent Junique,57,Singapore,Call centers,Technology,U,M,12/1/1965 0:00,"$372,062,527,489.00",83.1,21
2133,1300,Diversified,Zbigniew Juroszek & family,60,Poland,"Real estate, gambling",Diversified,U,M,7/7/1962 0:00,"$592,164,400,688.00",77.6,40.8
2133,1300,Technology,Alexander Karp,55,United States,Software firm,Technology,U,M,10/1/1967 0:00,"$21,427,700,000,000.00",78.5,36.6
2133,1300,Healthcare,Joe Kiani,58,United States,Medical devices,Healthcare,N,M,9/16/1964 0:00,"$21,427,700,000,000.00",78.5,36.6
2133,1300,Finance & Investments,Seth Klarman,65,United States,Investments,Finance & Investments,D,M,5/1/1957 0:00,"$21,427,700,000,000.00",78.5,36.6
2133,1300,Technology,Kagemasa Kozuki,82,Japan,Video games,Technology,D,M,11/12/1940 0:00,"$5,081,769,542,380.00",84.2,46.7
2133,1300,Technology,Michael Krasny,69,United States,Retail,Technology,E,M,8/8/1953 0:00,"$21,427,700,000,000.00",78.5,36.6
2133,1300,Technology,Eduard Kucera,70,Czech Republic,Software,Technology,D,M,1/11/1953 0:00,"$246,489,245,495.00",79,46.1
2133,1300,Finance & Investments,Kristo Käärmann,42,United Kingdom,"Payments, banking",Finance & Investments,U,M,9/1/1980 0:00,"$2,827,113,184,696.00",81.3,30.6
