finalWorth,personName,age,country,industries,status,gender,birthDate,gdp_country,life_expectancy_country,total_tax_rate_country,economic_class,education,region
1000,Eddy Kusnadi Sariaatmadja,69.0,Indonesia,Media & Entertainment,D,M,1953-08-23 00:00:00,1119190780753.0,71.5,30.1,2,3,Asia
1000,Wijono Tanoko,70.0,Indonesia,Manufacturing,Split Family Fortune,M,1952-08-28 00:00:00,1119190780753.0,71.5,30.1,2,,Asia
1000,Haryanto Tjiptodihardjo,59.0,Indonesia,Manufacturing,N,M,1963-04-30 00:00:00,1119190780753.0,71.5,30.1,2,,Asia
25200,Andrey Melnichenko & family,51.0,United Arab Emirates,Metals & Mining,U,M,1972-03-08 00:00:00,421142267938.0,77.8,15.9,2,,Asia
11500,Pavel Durov,38.0,United Arab Emirates,Technology,D,M,1984-10-10 00:00:00,421142267938.0,77.8,15.9,2,4,Asia
10500,Changpeng Zhao,45.0,United Arab Emirates,Finance & Investments,D,M,1977-09-10 00:00:00,421142267938.0,77.8,15.9,2,,Asia
9800,Vinod Adani,74.0,United Arab Emirates,Diversified,Split Family Fortune,M,1949-01-10 00:00:00,421142267938.0,77.8,15.9,2,,Asia
7200,Guillaume Pousaz,41.0,United Arab Emirates,Finance & Investments,D,M,1981-08-15 00:00:00,421142267938.0,77.8,15.9,2,,Asia
5300,M.A. Yusuff Ali,67.0,United Arab Emirates,Fashion & Retail,D,M,1955-11-15 00:00:00,421142267938.0,77.8,15.9,2,,Asia
5200,Micky Jagtiani,71.0,United Arab Emirates,Fashion & Retail,U,M,1951-09-28 00:00:00,421142267938.0,77.8,15.9,2,,Asia
4500,Hussain Sajwani,70.0,United Arab Emirates,Real Estate,U,M,1953-03-01 00:00:00,421142267938.0,77.8,15.9,2,3,Asia
3200,Ravi Pillai,69.0,United Arab Emirates,Construction & Engineering,U,M,1953-09-02 00:00:00,421142267938.0,77.8,15.9,2,,Asia
3000,Abdulla bin Ahmad Al Ghurair & family,,United Arab Emirates,Diversified,U,M,,421142267938.0,77.8,15.9,2,,Asia
3000,Sunny Varkey,65.0,United Arab Emirates,Service,U,M,1957-04-09 00:00:00,421142267938.0,77.8,15.9,2,,Asia
2400,Abdulla Al Futtaim & family,83.0,United Arab Emirates,Automotive,D,M,1940-01-01 00:00:00,421142267938.0,77.8,15.9,2,,Asia
2200,Shamsheer Vayalil,46.0,United Arab Emirates,Healthcare,R,M,1977-01-11 00:00:00,421142267938.0,77.8,15.9,2,,Asia
2100,Thaksin Shinawatra,73.0,United Arab Emirates,Finance & Investments,U,M,1949-07-26 00:00:00,421142267938.0,77.8,15.9,2,4,Asia
1600,P.N.C. Menon,74.0,United Arab Emirates,Real Estate,R,M,1948-11-17 00:00:00,421142267938.0,77.8,15.9,2,,Asia
1500,Saket Burman,46.0,United Arab Emirates,Food & Beverage,D,M,1977-03-10 00:00:00,421142267938.0,77.8,15.9,2,3,Asia
1200,Dhruv Sawhney,78.0,United Arab Emirates,Construction & Engineering,U,M,1944-06-26 00:00:00,421142267938.0,77.8,15.9,2,,Asia
23700,Vladimir Potanin,62.0,Russia,Metals & Mining,U,M,1961-01-03 00:00:00,1699876578871.0,72.7,46.2,2,3,Europe
22100,Vladimir Lisin,66.0,Russia,Metals & Mining,U,M,1956-05-07 00:00:00,1699876578871.0,72.7,46.2,2,5,Europe
21600,Leonid Mikhelson & family,67.0,Russia,Energy,U,M,1955-08-11 00:00:00,1699876578871.0,72.7,46.2,2,,Europe
20900,Alexey Mordashov & family,57.0,Russia,Metals & Mining,U,M,1965-09-26 00:00:00,1699876578871.0,72.7,46.2,2,3,Europe
20500,Vagit Alekperov,72.0,Russia,Energy,U,M,1950-09-01 00:00:00,1699876578871.0,72.7,46.2,2,3,Europe
18500,Gennady Timchenko,70.0,Russia,Energy,U,M,1952-11-09 00:00:00,1699876578871.0,72.7,46.2,2,3,Europe
10500,Suleiman Kerimov & family,57.0,Russia,Finance & Investments,U,M,1966-03-12 00:00:00,1699876578871.0,72.7,46.2,2,3,Europe
10200,Viktor Rashnikov,74.0,Russia,Manufacturing,U,M,1948-10-13 00:00:00,1699876578871.0,72.7,46.2,2,3,Europe
9700,Andrei Guriev & family,63.0,Russia,Manufacturing,U,M,1960-03-24 00:00:00,1699876578871.0,72.7,46.2,2,4,Europe
9200,Roman Abramovich & family,56.0,Russia,Diversified,U,M,1966-10-24 00:00:00,1699876578871.0,72.7,46.2,2,,Europe
8800,Tatyana Bakalchuk,47.0,Russia,Fashion & Retail,U,F,1975-10-16 00:00:00,1699876578871.0,72.7,46.2,2,3,Europe
8200,German Khan,61.0,Russia,Energy,U,M,1961-10-24 00:00:00,1699876578871.0,72.7,46.2,2,3,Europe
8000,Leonid Fedun,66.0,Russia,Energy,U,M,1956-04-05 00:00:00,1699876578871.0,72.7,46.2,2,,Europe
7900,Andrei Skoch & family,57.0,Russia,Metals & Mining,U,M,1966-01-30 00:00:00,1699876578871.0,72.7,46.2,2,3,Europe
7300,Iskander Makhmudov,59.0,Russia,Metals & Mining,U,M,1963-12-05 00:00:00,1699876578871.0,72.7,46.2,2,3,Europe
6800,Viktor Vekselberg,65.0,Russia,Diversified,U,M,1957-04-14 00:00:00,1699876578871.0,72.7,46.2,2,3,Europe
6000,Alexander Abramov,64.0,Russia,Metals & Mining,U,M,1959-02-20 00:00:00,1699876578871.0,72.7,46.2,2,3,Europe
5000,Viktor Kharitonin,50.0,Russia,Healthcare,U,M,1972-11-20 00:00:00,1699876578871.0,72.7,46.2,2,3,Europe
4400,Mikhail Shelkov,54.0,Russia,Metals & Mining,U,M,1968-05-30 00:00:00,1699876578871.0,72.7,46.2,2,4,Europe
4300,Andrei Kozitsyn,62.0,Russia,Metals & Mining,U,M,1960-06-09 00:00:00,1699876578871.0,72.7,46.2,2,3,Europe
4100,Igor Kesaev,56.0,Russia,Fashion & Retail,U,M,1966-10-30 00:00:00,1699876578871.0,72.7,46.2,2,3,Europe
3500,Mikhail Gutseriev,65.0,Russia,Energy,U,M,1958-03-09 00:00:00,1699876578871.0,72.7,46.2,2,3,Europe
3500,Arkady Rotenberg,71.0,Russia,Construction & Engineering,U,M,1951-12-15 00:00:00,1699876578871.0,72.7,46.2,2,3,Europe
3400,Igor Altushkin,52.0,Russia,Metals & Mining,U,M,1970-09-10 00:00:00,1699876578871.0,72.7,46.2,2,3,Europe
3200,Sergei Galitsky,55.0,Russia,Fashion & Retail,E,M,1967-08-14 00:00:00,1699876578871.0,72.7,46.2,2,3,Europe
3200,Roman Trotsenko,52.0,Russia,Logistics,R,M,1970-09-12 00:00:00,1699876578871.0,72.7,46.2,2,4,Europe
3100,Sergei Gordeev,50.0,Russia,Real Estate,U,M,1972-11-22 00:00:00,1699876578871.0,72.7,46.2,2,3,Europe
3100,Vladimir Litvinenko & family,67.0,Russia,Manufacturing,R,M,1955-08-14 00:00:00,1699876578871.0,72.7,46.2,2,,Europe
2900,Zarakh Iliev,56.0,Russia,Real Estate,U,M,1966-09-09 00:00:00,1699876578871.0,72.7,46.2,2,,Europe
2900,God Nisanov,50.0,Russia,Real Estate,U,M,1972-04-24 00:00:00,1699876578871.0,72.7,46.2,2,3,Europe
2900,Alexey Repik,43.0,Russia,Healthcare,U,M,1979-08-27 00:00:00,1699876578871.0,72.7,46.2,2,4,Europe
2800,Dmitry Mazepin,54.0,Russia,Manufacturing,R,M,1968-04-18 00:00:00,1699876578871.0,72.7,46.2,2,,Europe
2700,Andrei Bokarev,56.0,Russia,Manufacturing,U,M,1966-10-23 00:00:00,1699876578871.0,72.7,46.2,2,3,Europe
2700,Alexander Frolov,58.0,Russia,Metals & Mining,U,M,1964-05-17 00:00:00,1699876578871.0,72.7,46.2,2,5,Europe
2700,Samvel Karapetyan,57.0,Russia,Construction & Engineering,U,M,1965-08-18 00:00:00,1699876578871.0,72.7,46.2,2,3,Europe
2700,Yuri Kovalchuk & family,71.0,Russia,Finance & Investments,U,M,1951-07-25 00:00:00,1699876578871.0,72.7,46.2,2,,Europe
2700,Alexander Skorobogatko,55.0,Russia,Logistics,U,M,1967-09-25 00:00:00,1699876578871.0,72.7,46.2,2,4,Europe
2600,Dmitry Kamenshchik,54.0,Russia,Service,U,M,1968-04-26 00:00:00,1699876578871.0,72.7,46.2,2,3,Europe
2600,Alexander Ponomarenko,58.0,Russia,Logistics,U,M,1964-10-27 00:00:00,1699876578871.0,72.7,46.2,2,4,Europe
2500,Oleg Deripaska,55.0,Russia,Metals & Mining,U,M,1968-01-02 00:00:00,1699876578871.0,72.7,46.2,2,3,Europe
2300,Vadim Moshkovich,55.0,Russia,Food & Beverage,U,M,1967-04-06 00:00:00,1699876578871.0,72.7,46.2,2,3,Europe
2200,Albert Avdolyan,52.0,Russia,Energy,R,M,1970-11-08 00:00:00,1699876578871.0,72.7,46.2,2,4,Europe
2100,Eugene Kaspersky,57.0,Russia,Technology,U,M,1965-10-04 00:00:00,1699876578871.0,72.7,46.2,2,3,Europe
2100,Andrei Krivenko,47.0,Russia,Food & Beverage,N,M,1975-07-25 00:00:00,1699876578871.0,72.7,46.2,2,,Europe
2100,Alexander Nesis,60.0,Russia,Finance & Investments,U,M,1962-12-19 00:00:00,1699876578871.0,72.7,46.2,2,3,Europe
2100,Alexander Svetakov,55.0,Russia,Finance & Investments,D,M,1968-02-15 00:00:00,1699876578871.0,72.7,46.2,2,3,Europe
1900,Nikolai Buinov,55.0,Russia,Energy,U,M,1967-07-09 00:00:00,1699876578871.0,72.7,46.2,2,,Europe
1800,Anatoly Sedykh,58.0,Russia,Metals & Mining,R,M,1964-11-28 00:00:00,1699876578871.0,72.7,46.2,2,3,Europe
1700,Dmitry Pumpyansky,59.0,Russia,Metals & Mining,R,M,1964-03-22 00:00:00,1699876578871.0,72.7,46.2,2,4,Europe
1700,Ivan Savvidis & family,64.0,Russia,Diversified,U,M,1959-03-27 00:00:00,1699876578871.0,72.7,46.2,2,,Europe
1700,Vladimir Yevtushenkov,74.0,Russia,Telecom,E,M,1948-09-25 00:00:00,1699876578871.0,72.7,46.2,2,3,Europe
1600,Sergei Katsiev,65.0,Russia,Fashion & Retail,R,M,1958-01-11 00:00:00,1699876578871.0,72.7,46.2,2,3,Europe
1600,Zakhar Smushkin,61.0,Russia,Diversified,R,M,1962-01-23 00:00:00,1699876578871.0,72.7,46.2,2,4,Europe
1500,Leonid Simanovsky,73.0,Russia,Finance & Investments,R,M,1949-07-19 00:00:00,1699876578871.0,72.7,46.2,2,3,Europe
1500,Sergei Studennikov & family,56.0,Russia,Fashion & Retail,R,M,1967-03-24 00:00:00,1699876578871.0,72.7,46.2,2,,Europe
1400,Vladimir Bogdanov,71.0,Russia,Energy,R,M,1951-05-28 00:00:00,1699876578871.0,72.7,46.2,2,3,Europe
1400,Sergei Kolesnikov,51.0,Russia,Manufacturing,U,M,1972-02-25 00:00:00,1699876578871.0,72.7,46.2,2,4,Europe
1400,Anatoly Lomakin,70.0,Russia,Metals & Mining,E,M,1952-06-30 00:00:00,1699876578871.0,72.7,46.2,2,3,Europe
1400,Boris Rotenberg,66.0,Russia,Construction & Engineering,U,M,1957-01-03 00:00:00,1699876578871.0,72.7,46.2,2,3,Europe
1400,Igor Rybakov,50.0,Russia,Manufacturing,U,M,1972-05-16 00:00:00,1699876578871.0,72.7,46.2,2,4,Europe
1400,Airat Shaimiev,61.0,Russia,Energy,U,M,1962-03-07 00:00:00,1699876578871.0,72.7,46.2,2,3,Europe
1400,Radik Shaimiev,58.0,Russia,Energy,U,M,1964-11-14 00:00:00,1699876578871.0,72.7,46.2,2,3,Europe
1400,Boris Zingarevich,63.0,Russia,Diversified,R,M,1959-07-08 00:00:00,1699876578871.0,72.7,46.2,2,4,Europe
1300,Roman Avdeev,55.0,Russia,Finance & Investments,R,M,1967-07-17 00:00:00,1699876578871.0,72.7,46.2,2,3,Europe
1300,Igor Rotenberg,49.0,Russia,Diversified,R,M,1973-05-09 00:00:00,1699876578871.0,72.7,46.2,2,,Europe
1300,Albert Shigaboutdinov,70.0,Russia,Diversified,E,M,1952-11-12 00:00:00,1699876578871.0,72.7,46.2,2,3,Europe
1300,Konstantin Strukov & family,64.0,Russia,Metals & Mining,R,M,1958-09-10 00:00:00,1699876578871.0,72.7,46.2,2,,Europe
1300,Rustem Sulteev,69.0,Russia,Energy,E,M,1954-01-04 00:00:00,1699876578871.0,72.7,46.2,2,3,Europe
1200,Alexander Klyachin,55.0,Russia,Real Estate,R,M,1967-05-18 00:00:00,1699876578871.0,72.7,46.2,2,3,Europe
1200,Vitaly Orlov,58.0,Russia,Food & Beverage,R,M,1965-01-01 00:00:00,1699876578871.0,72.7,46.2,2,3,Europe
1200,Vadim Yakunin,60.0,Russia,Healthcare,R,M,1963-01-05 00:00:00,1699876578871.0,72.7,46.2,2,3,Europe
1100,Farkhad Akhmedov,67.0,Russia,Energy,D,M,1955-09-15 00:00:00,1699876578871.0,72.7,46.2,2,,Europe
1100,Pavel Golubkov,47.0,Russia,Real Estate,N,M,1976-03-13 00:00:00,1699876578871.0,72.7,46.2,2,,Europe
1100,Andrei Kosogov,62.0,Russia,Energy,D,M,1961-03-15 00:00:00,1699876578871.0,72.7,46.2,2,3,Europe
1100,Dmitry Nikolaev,56.0,Russia,Energy,N,M,1966-08-17 00:00:00,1699876578871.0,72.7,46.2,2,,Europe
1000,Lev Kvetnoi,57.0,Russia,Finance & Investments,R,M,1965-08-27 00:00:00,1699876578871.0,72.7,46.2,2,3,Europe
1000,Andrei Molchanov,51.0,Russia,Construction & Engineering,R,M,1971-09-24 00:00:00,1699876578871.0,72.7,46.2,2,4,Europe
1000,Ivan Streshinsky,53.0,Russia,Diversified,N,M,1969-10-02 00:00:00,1699876578871.0,72.7,46.2,2,,Europe
1000,Sergei Sudarikov,51.0,Russia,Finance & Investments,R,M,1971-05-12 00:00:00,1699876578871.0,72.7,46.2,2,4,Europe
23100,Iris Fontbona & family,80.0,Chile,Metals & Mining,U,F,1943-01-01 00:00:00,282318159745.0,80.0,34.0,2,,Americas
3700,Horst Paulmann & family,88.0,Chile,Fashion & Retail,U,M,1935-01-01 00:00:00,282318159745.0,80.0,34.0,2,,Americas
3300,Julio Ponce Lerou,77.0,Chile,Metals & Mining,D,M,1945-11-13 00:00:00,282318159745.0,80.0,34.0,2,,Americas
2900,Sebastian Piñera & family,73.0,Chile,Finance & Investments,U,M,1949-12-01 00:00:00,282318159745.0,80.0,34.0,2,5,Americas
1900,Roberto Angelini Rossi,74.0,Chile,Diversified,U,M,1948-07-30 00:00:00,282318159745.0,80.0,34.0,2,3,Americas
1500,Patricia Angelini Rossi,68.0,Chile,Diversified,U,F,1954-04-05 00:00:00,282318159745.0,80.0,34.0,2,,Americas
16500,Renata Kellnerova & family,55.0,Czech Republic,Finance & Investments,D,F,1967-07-04 00:00:00,246489245495.0,79.0,46.1,2,,Europe
9200,Daniel Kretinsky,47.0,Czech Republic,Energy,U,M,1975-07-09 00:00:00,246489245495.0,79.0,46.1,2,4,Europe
8000,Pavel Tykac,58.0,Czech Republic,Metals & Mining,U,M,1964-05-15 00:00:00,246489245495.0,79.0,46.1,2,4,Europe
4100,Andrej Babis,68.0,Czech Republic,Food & Beverage,D,M,1954-09-02 00:00:00,246489245495.0,79.0,46.1,2,4,Europe
2000,Pavel Baudis,62.0,Czech Republic,Technology,D,M,1960-05-15 00:00:00,246489245495.0,79.0,46.1,2,,Europe
1700,Marek Dospiva,53.0,Czech Republic,Finance & Investments,U,M,1969-07-18 00:00:00,246489245495.0,79.0,46.1,2,,Europe
1300,Eduard Kucera,70.0,Czech Republic,Technology,D,M,1953-01-11 00:00:00,246489245495.0,79.0,46.1,2,,Europe
16200,Stefan Persson,75.0,Sweden,Fashion & Retail,D,M,1947-10-04 00:00:00,530832908738.0,82.5,49.1,1,3,Europe
9800,Melker Schorling & family,75.0,Sweden,Finance & Investments,D,M,1947-05-15 00:00:00,530832908738.0,82.5,49.1,1,4,Europe
9200,Antonia Ax:son Johnson & family,79.0,Sweden,Diversified,U,F,1943-09-06 00:00:00,530832908738.0,82.5,49.1,1,4,Europe
6400,Carl Bennet,71.0,Sweden,Finance & Investments,D,M,1951-08-19 00:00:00,530832908738.0,82.5,49.1,1,4,Europe
6200,Gustaf Douglas,85.0,Sweden,Diversified,D,M,1938-03-03 00:00:00,530832908738.0,82.5,49.1,1,4,Europe
5700,Fredrik Lundberg,71.0,Sweden,Real Estate,D,M,1951-08-05 00:00:00,530832908738.0,82.5,49.1,1,3,Europe
3000,Erik Selin,55.0,Sweden,Real Estate,D,M,1967-05-08 00:00:00,530832908738.0,82.5,49.1,1,,Europe
2900,Martin Lorentzon,54.0,Sweden,Technology,E,M,1969-04-01 00:00:00,530832908738.0,82.5,49.1,1,,Europe
2700,Dan Olsson,76.0,Sweden,Diversified,E,M,1947-01-01 00:00:00,530832908738.0,82.5,49.1,1,,Europe
2600,Carl Douglas,61.0,Sweden,Diversified,D,M,1961-05-05 00:00:00,530832908738.0,82.5,49.1,1,3,Europe
2600,Eric Douglas,54.0,Sweden,Diversified,D,M,1968-05-01 00:00:00,530832908738.0,82.5,49.1,1,3,Europe
2300,Daniel Ek,40.0,Sweden,Technology,D,M,1983-02-21 00:00:00,530832908738.0,82.5,49.1,1,,Europe
2200,Lottie Tham & family,73.0,Sweden,Fashion & Retail,D,F,1949-04-18 00:00:00,530832908738.0,82.5,49.1,1,,Europe
2100,Katarina Martinson,41.0,Sweden,Diversified,U,F,1981-05-04 00:00:00,530832908738.0,82.5,49.1,1,,Europe
1800,Louise Lindh,43.0,Sweden,Diversified,U,F,1979-10-20 00:00:00,530832908738.0,82.5,49.1,1,,Europe
1800,David Mindus,51.0,Sweden,Real Estate,D,M,1972-01-26 00:00:00,530832908738.0,82.5,49.1,1,4,Europe
1600,Fredrik Österberg,52.0,Sweden,Gambling & Casinos,U,M,1971-01-19 00:00:00,530832908738.0,82.5,49.1,1,,Europe
1500,Karl-Johan Persson,48.0,Sweden,Fashion & Retail,E,M,1975-03-25 00:00:00,530832908738.0,82.5,49.1,1,3,Europe
1500,Jens von Bahr,52.0,Sweden,Gambling & Casinos,U,M,1971-02-22 00:00:00,530832908738.0,82.5,49.1,1,,Europe
1400,Jenny Lindén Urnes,52.0,Sweden,Manufacturing,E,F,1971-03-29 00:00:00,530832908738.0,82.5,49.1,1,,Europe
1400,Tom Persson,38.0,Sweden,Fashion & Retail,D,M,1985-01-01 00:00:00,530832908738.0,82.5,49.1,1,,Europe
1400,Charlotte Soderstrom,46.0,Sweden,Fashion & Retail,D,F,1977-01-01 00:00:00,530832908738.0,82.5,49.1,1,,Europe
1300,Conni Jonsson,62.0,Sweden,Finance & Investments,D,M,1960-07-15 00:00:00,530832908738.0,82.5,49.1,1,,Europe
1200,Markus Persson,43.0,Sweden,Media & Entertainment,D,M,1979-06-01 00:00:00,530832908738.0,82.5,49.1,1,,Europe
1100,Lars Wingefors,46.0,Sweden,Media & Entertainment,D,M,1977-04-02 00:00:00,530832908738.0,82.5,49.1,1,,Europe
1000,Sven Hagströmer,79.0,Sweden,Finance & Investments,D,M,1943-11-30 00:00:00,530832908738.0,82.5,49.1,1,,Europe
14900,Dhanin Chearavanont,83.0,Thailand,Diversified,U,M,1939-04-19 00:00:00,543649976166.0,76.9,29.5,2,,Asia
14800,Charoen Sirivadhanabhakdi,78.0,Thailand,Food & Beverage,U,M,1944-05-02 00:00:00,543649976166.0,76.9,29.5,2,,Asia
12300,Sarath Ratanavadi,57.0,Thailand,Energy,U,M,1965-07-12 00:00:00,543649976166.0,76.9,29.5,2,3,Asia
6000,Sumet Jiaravanon,88.0,Thailand,Diversified,U,M,1934-11-02 00:00:00,543649976166.0,76.9,29.5,2,,Asia
5900,Jaran Chiaravanont,93.0,Thailand,Diversified,U,M,1930-04-01 00:00:00,543649976166.0,76.9,29.5,2,,Asia
3900,Vanich Chaiyawan,91.0,Thailand,Finance & Investments,U,M,1932-01-01 00:00:00,543649976166.0,76.9,29.5,2,,Asia
3900,Somurai Jaruphnit,,Thailand,Diversified,N,F,,543649976166.0,76.9,29.5,2,,Asia
3500,Prasert Prasarttong-Osoth,90.0,Thailand,Healthcare,U,M,1933-03-26 00:00:00,543649976166.0,76.9,29.5,2,,Asia
3400,Somphote Ahunai,55.0,Thailand,Energy,D,M,1967-06-01 00:00:00,543649976166.0,76.9,29.5,2,4,Asia
2500,Prayudh Mahagitsiri,77.0,Thailand,Food & Beverage,U,M,1946-01-01 00:00:00,543649976166.0,76.9,29.5,2,,Asia
2200,Harald Link,68.0,Thailand,Diversified,U,M,1955-01-12 00:00:00,543649976166.0,76.9,29.5,2,,Asia
2000,Phongthep Chiaravanont,71.0,Thailand,Diversified,U,M,1952-01-01 00:00:00,543649976166.0,76.9,29.5,2,4,Asia
2000,Aloke Lohia,64.0,Thailand,Manufacturing,D,M,1958-11-27 00:00:00,543649976166.0,76.9,29.5,2,,Asia
2000,Wichai Thongtang,76.0,Thailand,Finance & Investments,E,M,1947-01-01 00:00:00,543649976166.0,76.9,29.5,2,,Asia
1900,Manas Chiaravanond,,Thailand,Diversified,U,M,,543649976166.0,76.9,29.5,2,,Asia
1900,Prathip Chiravanond,74.0,Thailand,Diversified,R,M,1948-10-21 00:00:00,543649976166.0,76.9,29.5,2,,Asia
1900,Somsri Lamsam,,Thailand,Diversified,N,M,,543649976166.0,76.9,29.5,2,,Asia
1800,Krit Ratanarak,76.0,Thailand,Media & Entertainment,E,M,1946-04-19 00:00:00,543649976166.0,76.9,29.5,2,,Asia
1700,William Heinecke,73.0,Thailand,Real Estate,E,M,1949-06-04 00:00:00,543649976166.0,76.9,29.5,2,,Asia
1700,Keeree Kanjanapas,72.0,Thailand,Real Estate,D,M,1950-10-18 00:00:00,543649976166.0,76.9,29.5,2,,Asia
1600,Sathien Sathientham,68.0,Thailand,Food & Beverage,E,M,1954-04-20 00:00:00,543649976166.0,76.9,29.5,2,,Asia
1500,Prachak Tangkaravakoon,79.0,Thailand,Manufacturing,U,M,1944-03-26 00:00:00,543649976166.0,76.9,29.5,2,,Asia
1400,Niti Osathanugrah,49.0,Thailand,Finance & Investments,D,M,1973-10-18 00:00:00,543649976166.0,76.9,29.5,2,,Asia
1300,Anant Asavabhokhin,72.0,Thailand,Real Estate,E,M,1950-08-11 00:00:00,543649976166.0,76.9,29.5,2,,Asia
1300,Pongsak Viddayakorn,89.0,Thailand,Healthcare,U,M,1934-03-23 00:00:00,543649976166.0,76.9,29.5,2,,Asia
1200,Thongma Vijitpongpun,65.0,Thailand,Real Estate,E,M,1957-07-08 00:00:00,543649976166.0,76.9,29.5,2,,Asia
1100,Chatchai Kaewbootta,71.0,Thailand,Finance & Investments,D,M,1951-07-05 00:00:00,543649976166.0,76.9,29.5,2,,Asia
1100,Vonnarat Tangkaravakoon,51.0,Thailand,Manufacturing,D,M,1971-09-11 00:00:00,543649976166.0,76.9,29.5,2,3,Asia
14300,Goh Cheng Liang,95.0,Singapore,Manufacturing,U,M,1927-06-27 00:00:00,372062527489.0,83.1,21.0,1,,Asia
10200,Eduardo Saverin,41.0,Singapore,Technology,D,M,1982-03-19 00:00:00,372062527489.0,83.1,21.0,1,3,Asia
7600,Philip Ng,64.0,Singapore,Real Estate,Split Family Fortune,M,1959-01-01 00:00:00,372062527489.0,83.1,21.0,1,,Asia
7500,Zhang Yong,52.0,Singapore,Food & Beverage,U,M,1970-07-01 00:00:00,372062527489.0,83.1,21.0,1,,Asia
7400,Robert Ng,71.0,Singapore,Real Estate,Split Family Fortune,M,1952-01-01 00:00:00,372062527489.0,83.1,21.0,1,,Asia
7100,Wee Cho Yaw,94.0,Singapore,Finance & Investments,D,M,1929-01-10 00:00:00,372062527489.0,83.1,21.0,1,,Asia
5400,Leo Koguan,68.0,Singapore,Technology,D,M,1955-02-15 00:00:00,372062527489.0,83.1,21.0,1,4,Asia
4600,Forrest Li,45.0,Singapore,Media & Entertainment,D,M,1978-01-01 00:00:00,372062527489.0,83.1,21.0,1,3,Asia
3300,Kwek Leng Beng,82.0,Singapore,Diversified,U,M,1941-01-01 00:00:00,372062527489.0,83.1,21.0,1,3,Asia
3300,Takao Yasuda,73.0,Singapore,Fashion & Retail,U,M,1949-05-07 00:00:00,372062527489.0,83.1,21.0,1,3,Asia
3100,Kuok Khoon Hong,73.0,Singapore,Manufacturing,D,M,1950-01-01 00:00:00,372062527489.0,83.1,21.0,1,,Asia
3000,Sam Goi,76.0,Singapore,Food & Beverage,U,M,1946-12-28 00:00:00,372062527489.0,83.1,21.0,1,,Asia
3000,Martua Sitorus,63.0,Singapore,Manufacturing,U,M,1960-02-18 00:00:00,372062527489.0,83.1,21.0,1,,Asia
3000,Sukanto Tanoto,73.0,Singapore,Diversified,U,M,1949-12-25 00:00:00,372062527489.0,83.1,21.0,1,,Asia
3000,Gang Ye,42.0,Singapore,Media & Entertainment,D,M,1980-06-01 00:00:00,372062527489.0,83.1,21.0,1,3,Asia
2800,Choo Chong Ngen,69.0,Singapore,Real Estate,U,M,1953-04-21 00:00:00,372062527489.0,83.1,21.0,1,,Asia
2700,Robert Friedland,72.0,Singapore,Metals & Mining,U,M,1950-08-18 00:00:00,372062527489.0,83.1,21.0,1,3,Asia
2600,Richard Chandler,64.0,Singapore,Finance & Investments,U,M,1959-01-01 00:00:00,372062527489.0,83.1,21.0,1,,Asia
2600,Peter Lim,69.0,Singapore,Finance & Investments,U,M,1953-06-01 00:00:00,372062527489.0,83.1,21.0,1,,Asia
2500,Arvind Tiku,53.0,Singapore,Energy,U,M,1970-02-22 00:00:00,372062527489.0,83.1,21.0,1,,Asia
2500,Xie Weitong,66.0,Singapore,Metals & Mining,D,M,1957-01-01 00:00:00,372062527489.0,83.1,21.0,1,,Asia
2400,Kwek Leng Kee,68.0,Singapore,Diversified,U,M,1955-01-01 00:00:00,372062527489.0,83.1,21.0,1,,Asia
2200,Liang Xinjun,54.0,Singapore,Diversified,E,M,1968-10-01 00:00:00,372062527489.0,83.1,21.0,1,3,Asia
2100,Shu Ping,53.0,Singapore,Food & Beverage,U,F,,372062527489.0,83.1,21.0,1,,Asia
2000,Oei Hong Leong,75.0,Singapore,Finance & Investments,U,M,1948-03-21 00:00:00,372062527489.0,83.1,21.0,1,,Asia
1700,Asok Kumar Hiranandani,68.0,Singapore,Real Estate,U,M,1954-11-28 00:00:00,372062527489.0,83.1,21.0,1,,Asia
1500,Raj Kumar,68.0,Singapore,Real Estate,Split Family Fortune,M,1954-05-25 00:00:00,372062527489.0,83.1,21.0,1,,Asia
1500,Kishin RK,39.0,Singapore,Real Estate,Split Family Fortune,M,1983-05-05 00:00:00,372062527489.0,83.1,21.0,1,,Asia
1500,Ron Sim,64.0,Singapore,Fashion & Retail,U,M,1958-12-01 00:00:00,372062527489.0,83.1,21.0,1,,Asia
1400,Binny Bansal,40.0,Singapore,Technology,U,M,1982-12-03 00:00:00,372062527489.0,83.1,21.0,1,3,Asia
1400,Chua Thian Poh,74.0,Singapore,Real Estate,U,M,1948-07-11 00:00:00,372062527489.0,83.1,21.0,1,,Asia
1400,Koh Wee Meng,59.0,Singapore,Real Estate,U,M,1963-07-01 00:00:00,372062527489.0,83.1,21.0,1,,Asia
1400,Kwee Liong Keng,77.0,Singapore,Real Estate,Split Family Fortune,M,1946-01-01 00:00:00,372062527489.0,83.1,21.0,1,,Asia
1400,Kwee Liong Phing,65.0,Singapore,Real Estate,Split Family Fortune,M,1958-01-01 00:00:00,372062527489.0,83.1,21.0,1,,Asia
1400,Kwee Liong Seen,70.0,Singapore,Real Estate,Split Family Fortune,M,1953-01-01 00:00:00,372062527489.0,83.1,21.0,1,,Asia
1400,Kwee Liong Tek,76.0,Singapore,Real Estate,Split Family Fortune,M,1947-01-01 00:00:00,372062527489.0,83.1,21.0,1,,Asia
